Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Quantity,Sales
Consumer,Office Supplies,Printing Paper,North Miami,19-Mar-19,33161,Southern,Early Delivery,Florida,3,3,377
Consumer,Office Supplies,Stationary Supplies,North Miami,22-Aug-18,33161,Southern,Early Delivery,Florida,11,2,248
Consumer,Office Supplies,Artwork and Statues,Miami,9-Oct-19,33178,Southern,Early Delivery,Florida,9,2,270
Corporate,Office Supplies,Artwork and Statues,Miami,18-Jun-19,33178,Southern,Early Delivery,Florida,21,2,4
Consumer,Technology,Cables and Connectors,Miami,13-Nov-19,33178,Southern,Early Delivery,Florida,0,4,16
Consumer,Technology,Cables and Connectors,Miami,9-Jun-19,33178,Southern,Late Delivery,Florida,1,1,2
Consumer,Office Supplies,Envelopes,Miami,22-Jun-21,33178,Southern,On Schedule,Florida,91,10,2
Consumer,Office Supplies,Envelopes,Miami,29-Aug-18,33178,Southern,Late Delivery,Florida,1,1,38
Consumer,Office Supplies,Envelopes,Miami,12-Dec-18,33178,Southern,Early Delivery,Florida,-34,4,5
Consumer,Office Supplies,Folders,Miami,29-Aug-18,33178,Southern,Late Delivery,Florida,1,2,180
Consumer,Office Supplies,Folders,Miami,9-Oct-19,33178,Southern,Early Delivery,Florida,54,2,73
Consumer,Office Supplies,Folders,Miami,9-Oct-19,33178,Southern,Early Delivery,Florida,6,2,132
Consumer,Office Supplies,Folders,Miami,9-Jun-19,33178,Southern,Late Delivery,Florida,11,2,14
Consumer,Office Supplies,Folders,Miami,9-Jun-19,33178,Southern,Late Delivery,Florida,9,2,17
Consumer,Office Supplies,Folders,Miami,13-Nov-19,33178,Southern,Early Delivery,Florida,10,2,11
Corporate,Technology,Phone and Fax,Miami,3-Nov-21,33178,Southern,Early Delivery,Florida,3,5,9
Consumer,Office Supplies,Printing Paper,Miami,23-Sep-21,33178,Southern,Late Delivery,Florida,6,2,5
Home Office,Office Supplies,Printing Paper,Miami,28-Dec-20,33178,Southern,Early Delivery,Florida,4,5,16
Home Office,Office Supplies,Printing Paper,Miami,28-Dec-20,33178,Southern,Early Delivery,Florida,21,5,32
Consumer,Office Furniture,Standard Desks,Miami,29-Aug-18,33178,Southern,Late Delivery,Florida,41,5,3
Corporate,Office Supplies,Artwork and Statues,Miami,2-Dec-21,33180,Southern,Early Delivery,Florida,6,7,32
Home Office,Office Supplies,Artwork and Statues,Miami,12-Aug-18,33180,Southern,Early Delivery,Florida,45,13,3
Consumer,Technology,Cables and Connectors,Miami,24-Sep-21,33180,Southern,Early Delivery,Florida,9,3,4
Consumer,Technology,Cables and Connectors,Miami,11-Apr-18,33180,Southern,Early Delivery,Florida,34,5,45
Consumer,Technology,Cables and Connectors,Miami,11-Apr-18,33180,Southern,Early Delivery,Florida,12,6,12
Home Office,Technology,Cables and Connectors,Miami,12-Aug-18,33180,Southern,Early Delivery,Florida,3,1,7
Corporate,Office Furniture,Computer Chairs,Miami,26-Jun-21,33180,Southern,Early Delivery,Florida,5,2,14
Consumer,Office Furniture,Corner Desks,Miami,21-Jan-18,33180,Southern,Early Delivery,Florida,76,3,100
Corporate,Office Furniture,Corner Desks,Miami,3-Nov-20,33180,Southern,Early Delivery,Florida,-63,3,3
Consumer,Office Supplies,Envelopes,Miami,11-Apr-18,33180,Southern,Early Delivery,Florida,7,4,18
Consumer,Office Supplies,Folders,Miami,20-Nov-19,33180,Southern,Late Delivery,Florida,27,2,3
Consumer,Office Supplies,Folders,Miami,20-Nov-19,33180,Southern,Late Delivery,Florida,9,2,2
Corporate,Office Supplies,Folders,Miami,15-Apr-21,33180,Southern,Late Delivery,Florida,-8,2,2
Corporate,Office Supplies,Folders,Miami,31-Mar-18,33180,Southern,Early Delivery,Florida,9,3,6
Home Office,Office Supplies,Kitchen Appliances,Miami,12-Aug-18,33180,Southern,Early Delivery,Florida,4,2,5
Consumer,Office Supplies,Label Maker Tape,Miami,24-Sep-21,33180,Southern,Early Delivery,Florida,9,3,5
Corporate,Office Supplies,Label Maker Tape,Miami,3-Mar-20,33180,Southern,Late Delivery,Florida,3,7,5
Corporate,Office Supplies,Label Maker Tape,Miami,26-Jun-21,33180,Southern,Early Delivery,Florida,17,3,11
Home Office,Office Supplies,Label Maker Tape,Miami,12-Aug-18,33180,Southern,Early Delivery,Florida,25,5,16
Corporate,Technology,Phone and Fax,Miami,24-Oct-20,33180,Southern,Late Delivery,Florida,50,9,57
Home Office,Technology,Phone and Fax,Miami,30-Nov-21,33180,Southern,Early Delivery,Florida,90,2,10
Consumer,Office Supplies,Printing Paper,Miami,24-Dec-18,33180,Southern,Late Delivery,Florida,46,2,77
Consumer,Office Supplies,Printing Paper,Miami,11-Apr-18,33180,Southern,Early Delivery,Florida,4,3,18
Home Office,Office Supplies,Printing Paper,Miami,12-Aug-18,33180,Southern,Early Delivery,Florida,381,5,90
Home Office,Office Supplies,Stationary Supplies,Miami,12-Aug-18,33180,Southern,Early Delivery,Florida,42,3,10
Consumer,Office Supplies,Storage and Archive,Miami,20-Jun-21,33180,Southern,Late Delivery,Florida,363,3,8
Consumer,Office Supplies,Storage and Archive,Miami,20-Nov-19,33180,Southern,Late Delivery,Florida,-2,2,11
Consumer,Office Furniture,Storage Cabinets,Miami,20-Nov-19,33180,Southern,Late Delivery,Florida,10,5,16
Home Office,Technology,Cables and Connectors,Fort Lauderdale,31-Jul-21,33311,Southern,Early Delivery,Florida,5,9,8
Home Office,Technology,Cables and Connectors,Fort Lauderdale,2-Nov-18,33311,Southern,Early Delivery,Florida,6,2,12
Consumer,Office Furniture,Corner Desks,Fort Lauderdale,10-Dec-21,33311,Southern,Late Delivery,Florida,6,3,10
Home Office,Office Furniture,Corner Desks,Fort Lauderdale,20-Oct-20,33311,Southern,Early Delivery,Florida,12,4,221
Consumer,Office Supplies,Folders,Fort Lauderdale,14-May-20,33311,Southern,Late Delivery,Florida,-26,2,35
Home Office,Office Supplies,Folders,Fort Lauderdale,20-Oct-20,33311,Southern,Early Delivery,Florida,152,4,62
Corporate,Office Supplies,Kitchen Appliances,Fort Lauderdale,11-Nov-21,33311,Southern,Late Delivery,Florida,4,1,22
Consumer,Technology,Phone and Fax,Fort Lauderdale,26-Nov-20,33311,Southern,On Schedule,Florida,19,6,25
Corporate,Technology,Phone and Fax,Fort Lauderdale,9-Sep-20,33311,Southern,Early Delivery,Florida,10,2,1037
Home Office,Office Supplies,Printing Paper,Fort Lauderdale,24-Oct-18,33311,Southern,Early Delivery,Florida,4,5,35
Consumer,Office Furniture,Standard Desks,Fort Lauderdale,11-Oct-19,33311,Southern,Late Delivery,Florida,1,3,13
Consumer,Office Furniture,Standard Desks,Fort Lauderdale,26-Nov-20,33311,Southern,On Schedule,Florida,37,9,153
Consumer,Office Supplies,Storage and Archive,Fort Lauderdale,11-Oct-19,33311,Southern,Late Delivery,Florida,2,7,154
Home Office,Office Supplies,Storage and Archive,Fort Lauderdale,5-Sep-21,33311,Southern,On Schedule,Florida,11,2,18
Consumer,Office Furniture,Storage Cabinets,Fort Lauderdale,25-Nov-21,33311,Southern,Early Delivery,Florida,36,5,178
Corporate,Office Supplies,Artwork and Statues,Plantation,12-Nov-19,33317,Southern,Late Delivery,Florida,86,2,85
Consumer,Technology,Cables and Connectors,Plantation,22-Mar-19,33317,Southern,On Schedule,Florida,62,5,33
Corporate,Office Furniture,Computer Chairs,Plantation,12-Nov-19,33317,Southern,Late Delivery,Florida,3,2,144
Corporate,Office Furniture,Computer Chairs,Plantation,12-Nov-19,33317,Southern,Late Delivery,Florida,-52,2,24
Corporate,Office Furniture,Corner Desks,Plantation,12-Mar-19,33317,Southern,Early Delivery,Florida,-2,2,6
Corporate,Office Furniture,Corner Desks,Plantation,12-Mar-19,33317,Southern,Early Delivery,Florida,12,3,185
Corporate,Office Supplies,Envelopes,Plantation,12-Mar-19,33317,Southern,Early Delivery,Florida,6,1,13
Corporate,Office Supplies,Folders,Plantation,12-Nov-19,33317,Southern,Late Delivery,Florida,33,3,8
Corporate,Office Supplies,Folders,Plantation,12-Nov-19,33317,Southern,Late Delivery,Florida,9,3,28
Corporate,Technology,Phone and Fax,Plantation,12-Nov-19,33317,Southern,Late Delivery,Florida,39,1,13
Consumer,Office Supplies,Storage and Archive,Plantation,22-Mar-19,33317,Southern,On Schedule,Florida,3,2,13
Corporate,Office Supplies,Folders,Tamarac,17-Dec-20,33319,Southern,Early Delivery,Florida,28,1,24
Home Office,Office Supplies,Folders,Tamarac,6-Sep-19,33319,Southern,Early Delivery,Florida,4,3,24
Corporate,Office Supplies,Kitchen Appliances,Tamarac,17-Dec-20,33319,Southern,Early Delivery,Florida,11,9,62
Corporate,Office Supplies,Stationary Supplies,Tamarac,17-Dec-20,33319,Southern,Early Delivery,Florida,38,2,86
Home Office,Office Supplies,Artwork and Statues,West Palm Beach,24-Jan-19,33407,Southern,Early Delivery,Florida,110,6,68
Consumer,Technology,Phone and Fax,West Palm Beach,12-Jun-19,33407,Southern,Early Delivery,Florida,18,6,7
Consumer,Office Supplies,Printing Paper,West Palm Beach,29-Dec-20,33407,Southern,Early Delivery,Florida,2,3,29
Consumer,Technology,Cables and Connectors,Boca Raton,13-Jun-20,33433,Southern,Late Delivery,Florida,51,5,41
Consumer,Office Supplies,Folders,Boca Raton,13-Jun-20,33433,Southern,Late Delivery,Florida,4,1,149
Consumer,Office Supplies,Label Maker Tape,Boca Raton,22-Sep-18,33433,Southern,Early Delivery,Florida,0,1,37
Home Office,Office Supplies,Artwork and Statues,Boynton Beach,30-Apr-21,33437,Southern,Early Delivery,Florida,18,4,4
Consumer,Office Furniture,Computer Chairs,Boynton Beach,4-Sep-21,33437,Southern,Early Delivery,Florida,7,1,16
Consumer,Office Furniture,Corner Desks,Boynton Beach,27-Oct-20,33437,Southern,On Schedule,Florida,56,3,16
Consumer,Office Furniture,Corner Desks,Boynton Beach,27-Oct-20,33437,Southern,On Schedule,Florida,11,3,27
Consumer,Office Furniture,Corner Desks,Boynton Beach,27-Oct-20,33437,Southern,On Schedule,Florida,18,3,117
Consumer,Office Supplies,Folders,Boynton Beach,27-Oct-20,33437,Southern,On Schedule,Florida,3,1,10
Home Office,Office Supplies,Label Maker Tape,Boynton Beach,30-Apr-21,33437,Southern,Early Delivery,Florida,328,6,16
Home Office,Office Supplies,Label Maker Tape,Boynton Beach,30-Apr-21,33437,Southern,Early Delivery,Florida,219,8,436
Consumer,Office Supplies,Printing Paper,Boynton Beach,4-Sep-21,33437,Southern,Early Delivery,Florida,65,3,103
Consumer,Office Supplies,Printing Paper,Boynton Beach,30-Sep-18,33437,Southern,Early Delivery,Florida,-20,3,33
Corporate,Technology,Cables and Connectors,Delray Beach,25-May-20,33445,Southern,On Schedule,Florida,10,3,50
Consumer,Office Supplies,Label Maker Tape,Delray Beach,23-Mar-18,33445,Southern,Late Delivery,Florida,49,3,540
Corporate,Office Supplies,Storage and Archive,Delray Beach,25-May-20,33445,Southern,On Schedule,Florida,73,2,338
Consumer,Office Supplies,Artwork and Statues,Jupiter,13-Nov-21,33458,Southern,Late Delivery,Florida,5,8,314
Corporate,Office Supplies,Artwork and Statues,Tampa,22-Jul-20,33614,Southern,Early Delivery,Florida,81,2,200
Consumer,Office Supplies,Artwork and Statues,Tampa,31-Mar-18,33614,Southern,On Schedule,Florida,1,2,130
Consumer,Office Supplies,Artwork and Statues,Tampa,23-Dec-18,33614,Southern,Late Delivery,Florida,49,7,137
Corporate,Office Supplies,Artwork and Statues,Tampa,1-May-19,33614,Southern,Early Delivery,Florida,1,6,50
Home Office,Technology,Cables and Connectors,Tampa,7-Apr-21,33614,Southern,Early Delivery,Florida,3,8,671
Consumer,Technology,Cables and Connectors,Tampa,15-Jun-19,33614,Southern,Late Delivery,Florida,10,3,49
Consumer,Office Furniture,Computer Chairs,Tampa,31-Mar-18,33614,Southern,On Schedule,Florida,14,9,19
Consumer,Office Furniture,Computer Chairs,Tampa,23-Dec-18,33614,Southern,Late Delivery,Florida,13,9,13
Home Office,Office Furniture,Corner Desks,Tampa,7-Apr-21,33614,Southern,Early Delivery,Florida,36,4,93
Consumer,Office Furniture,Corner Desks,Tampa,14-Sep-18,33614,Southern,Late Delivery,Florida,5,2,22
Consumer,Office Furniture,Corner Desks,Tampa,15-Mar-18,33614,Southern,Early Delivery,Florida,13,2,3930
Consumer,Office Furniture,Corner Desks,Tampa,11-Apr-19,33614,Southern,On Schedule,Florida,19,4,122
Consumer,Office Furniture,Corner Desks,Tampa,17-Jul-21,33614,Southern,Early Delivery,Florida,100,4,154
Consumer,Office Furniture,Corner Desks,Tampa,11-Apr-19,33614,Southern,On Schedule,Florida,75,5,63
Corporate,Office Furniture,Corner Desks,Tampa,1-May-19,33614,Southern,Early Delivery,Florida,1,3,18
Corporate,Office Supplies,Envelopes,Tampa,27-Aug-21,33614,Southern,Late Delivery,Florida,11,5,19
Home Office,Office Supplies,Folders,Tampa,7-Apr-21,33614,Southern,Early Delivery,Florida,8,1,13
Consumer,Office Supplies,Folders,Tampa,15-Mar-18,33614,Southern,Early Delivery,Florida,15,1,269
Consumer,Office Supplies,Folders,Tampa,15-Mar-18,33614,Southern,Early Delivery,Florida,11,1,15
Consumer,Office Supplies,Folders,Tampa,31-Mar-18,33614,Southern,On Schedule,Florida,23,2,9
Consumer,Office Supplies,Folders,Tampa,27-Oct-20,33614,Southern,Early Delivery,Florida,4,2,13
Home Office,Office Supplies,Folders,Tampa,21-Feb-20,33614,Southern,Early Delivery,Florida,0,3,124
Home Office,Office Supplies,Folders,Tampa,21-Feb-20,33614,Southern,Early Delivery,Florida,16,4,19
Home Office,Office Supplies,Folders,Tampa,2-Dec-21,33614,Southern,Early Delivery,Florida,5,4,21
Consumer,Office Supplies,Kitchen Appliances,Tampa,14-Sep-18,33614,Southern,Late Delivery,Florida,4,11,18
Corporate,Office Supplies,Kitchen Appliances,Tampa,22-Jul-20,33614,Southern,Early Delivery,Florida,9,3,16
Corporate,Technology,Printers,Tampa,22-Jul-20,33614,Southern,Early Delivery,Florida,60,2,336
Consumer,Office Supplies,Printing Paper,Tampa,15-Mar-18,33614,Southern,Early Delivery,Florida,13,2,24
Consumer,Office Supplies,Printing Paper,Tampa,23-Dec-18,33614,Southern,Late Delivery,Florida,7,3,30
Home Office,Office Furniture,Standard Desks,Tampa,7-Apr-21,33614,Southern,Early Delivery,Florida,4,3,259
Home Office,Office Furniture,Standard Desks,Tampa,7-Apr-21,33614,Southern,Early Delivery,Florida,16,3,32
Corporate,Office Supplies,Stationary Supplies,Tampa,1-May-19,33614,Southern,Early Delivery,Florida,6,3,13
Consumer,Office Supplies,Storage and Archive,Tampa,15-Mar-18,33614,Southern,Early Delivery,Florida,2,9,13
Consumer,Office Supplies,Storage and Archive,Tampa,23-Dec-18,33614,Southern,Late Delivery,Florida,6,2,176
Consumer,Office Supplies,Storage and Archive,Tampa,23-Dec-18,33614,Southern,Late Delivery,Florida,5,2,13
Home Office,Office Supplies,Storage and Archive,Tampa,21-Feb-20,33614,Southern,Early Delivery,Florida,26,2,19
Corporate,Office Supplies,Artwork and Statues,Saint Petersburg,8-Jun-19,33710,Southern,Early Delivery,Florida,3,5,12
Corporate,Office Furniture,Corner Desks,Saint Petersburg,14-May-18,33710,Southern,On Schedule,Florida,73,2,29
Consumer,Office Furniture,Corner Desks,Saint Petersburg,5-Sep-18,33710,Southern,Late Delivery,Florida,0,2,23
Consumer,Office Furniture,Corner Desks,Saint Petersburg,12-Jun-21,33710,Southern,Late Delivery,Florida,21,4,27
Corporate,Office Furniture,Corner Desks,Saint Petersburg,8-Jun-19,33710,Southern,Early Delivery,Florida,3,3,26
Consumer,Office Supplies,Folders,Saint Petersburg,2-Feb-18,33710,Southern,Late Delivery,Florida,5,2,76
Corporate,Office Supplies,Folders,Saint Petersburg,8-Jun-19,33710,Southern,Early Delivery,Florida,8,3,26
Corporate,Office Supplies,Label Maker Tape,Saint Petersburg,8-Jun-19,33710,Southern,Early Delivery,Florida,6,7,22
Corporate,Technology,Phone and Fax,Saint Petersburg,9-Aug-18,33710,Southern,Late Delivery,Florida,53,5,70
Consumer,Technology,Phone and Fax,Saint Petersburg,2-Feb-18,33710,Southern,Late Delivery,Florida,1,7,69
Corporate,Office Supplies,Printing Paper,Saint Petersburg,9-Aug-18,33710,Southern,Late Delivery,Florida,6,2,646
Corporate,Office Supplies,Printing Paper,Saint Petersburg,8-Jun-19,33710,Southern,Early Delivery,Florida,72,4,229
Corporate,Office Supplies,Printing Paper,Saint Petersburg,8-Jun-19,33710,Southern,Early Delivery,Florida,2,4,455
Corporate,Office Supplies,Storage and Archive,Saint Petersburg,8-Jun-19,33710,Southern,Early Delivery,Florida,6,2,14
Consumer,Office Supplies,Artwork and Statues,Lakeland,23-Oct-19,33801,Southern,On Schedule,Florida,1,1,28
Corporate,Office Supplies,Artwork and Statues,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,5,5,56
Corporate,Technology,Cables and Connectors,Lakeland,19-Mar-18,33801,Southern,Late Delivery,Florida,10,3,7
Home Office,Office Furniture,Computer Chairs,Lakeland,21-Oct-21,33801,Southern,Early Delivery,Florida,4,6,20
Corporate,Office Furniture,Computer Chairs,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,-29,2,25
Home Office,Office Furniture,Corner Desks,Lakeland,21-Oct-21,33801,Southern,Early Delivery,Florida,5,1,182
Corporate,Office Furniture,Corner Desks,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,2,1,14
Corporate,Office Furniture,Corner Desks,Lakeland,19-Mar-18,33801,Southern,Late Delivery,Florida,4,1,101
Corporate,Office Furniture,Corner Desks,Lakeland,19-Mar-18,33801,Southern,Late Delivery,Florida,15,2,27
Corporate,Office Supplies,Folders,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,-11,2,129
Corporate,Office Supplies,Folders,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,1,2,10
Corporate,Office Supplies,Folders,Lakeland,19-Mar-18,33801,Southern,Late Delivery,Florida,1,2,128
Corporate,Office Supplies,Label Maker Tape,Lakeland,19-Mar-18,33801,Southern,Late Delivery,Florida,-1065,6,36
Consumer,Technology,Phone and Fax,Lakeland,23-Oct-19,33801,Southern,On Schedule,Florida,10,5,509
Consumer,Technology,Phone and Fax,Lakeland,23-Oct-19,33801,Southern,On Schedule,Florida,7,6,45
Corporate,Technology,Phone and Fax,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,1,9,41
Corporate,Technology,Phone and Fax,Lakeland,19-Mar-18,33801,Southern,Late Delivery,Florida,23,9,36
Consumer,Technology,Printers,Lakeland,2-May-18,33801,Southern,Early Delivery,Florida,241,2,27
Corporate,Office Furniture,Standard Desks,Lakeland,11-Aug-20,33801,Southern,Early Delivery,Florida,11,10,262
Corporate,Office Supplies,Storage and Archive,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,-4,2,146
Corporate,Office Supplies,Storage and Archive,Lakeland,19-Mar-18,33801,Southern,Late Delivery,Florida,-337,2,61
Corporate,Office Supplies,Storage and Archive,Lakeland,11-Jun-19,33801,Southern,On Schedule,Florida,-63,2,42
Consumer,Technology,Phone and Fax,Kissimmee,28-Apr-21,34741,Southern,Early Delivery,Florida,7,6,24
Consumer,Office Supplies,Folders,Port Saint Lucie,19-May-20,34952,Southern,Early Delivery,Florida,19,2,605
Consumer,Office Supplies,Kitchen Appliances,Port Saint Lucie,27-Aug-21,34952,Southern,On Schedule,Florida,6,3,19
Corporate,Office Furniture,Storage Cabinets,Port Saint Lucie,17-Jul-19,34952,Southern,On Schedule,Florida,8,7,144
Corporate,Office Supplies,Artwork and Statues,Hoover,25-Jan-21,35244,Southern,Late Delivery,Alabama,-47,2,223
Corporate,Technology,Cables and Connectors,Hoover,16-Apr-21,35244,Southern,Late Delivery,Alabama,5,5,1297
Corporate,Office Supplies,Folders,Hoover,25-Jan-21,35244,Southern,Late Delivery,Alabama,-148,2,58
Corporate,Office Supplies,Stationary Supplies,Hoover,16-Apr-21,35244,Southern,Late Delivery,Alabama,4,6,322
Home Office,Office Furniture,Computer Chairs,Tuscaloosa,22-Dec-21,35401,Southern,Early Delivery,Alabama,6,3,54
Home Office,Office Supplies,Folders,Tuscaloosa,5-Jan-21,35401,Southern,Late Delivery,Alabama,3,2,2
Corporate,Office Supplies,Artwork and Statues,Decatur,13-Jun-19,35601,Southern,On Schedule,Alabama,20,2,0
Consumer,Technology,Cables and Connectors,Decatur,13-Nov-21,35601,Southern,Late Delivery,Alabama,12,7,59
Corporate,Technology,Cables and Connectors,Decatur,27-Dec-18,35601,Southern,Late Delivery,Alabama,17,2,2
Corporate,Office Supplies,Folders,Decatur,11-Jun-20,35601,Southern,Late Delivery,Alabama,220,2,1
